date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:29:26	21673/21673	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2008:56:12%20GMT	http://rexbd.net/html/renten/demo/blog-details.html	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/blog-details.html	(from http://rexbd.net/html/renten/demo/home-two.html)
12:29:26	13215/13215	---M-Z	200	added ('OK')	text/html	date:Sat,%2005%20Dec%202020%2008:56:36%20GMT	http://rexbd.net/html/renten/demo/contact.html	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/contact.html	(from http://rexbd.net/html/renten/demo/home-two.html)
12:29:41	75788/75788	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20May%202019%2015:51:40%20GMT	http://rexbd.net/html/renten/demo/assets/images/bg1.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/bg1.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:29:55	201957/201957	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20May%202019%2019:43:36%20GMT	http://rexbd.net/html/renten/demo/assets/images/banner.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/banner.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:29:55	83335/83335	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202019%2019:45:40%20GMT	http://rexbd.net/html/renten/demo/assets/images/cars/v1.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/cars/v1.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:06	66759/66759	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202019%2019:46:28%20GMT	http://rexbd.net/html/renten/demo/assets/images/cars/v2.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/cars/v2.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:07	68527/68527	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202019%2019:47:02%20GMT	http://rexbd.net/html/renten/demo/assets/images/cars/v3.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/cars/v3.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:19	77534/77534	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202019%2019:47:28%20GMT	http://rexbd.net/html/renten/demo/assets/images/cars/v4.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/cars/v4.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:21	4809/4809	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20May%202019%2021:02:38%20GMT	http://rexbd.net/html/renten/demo/assets/images/testimonial/1.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/testimonial/1.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:26	24894/24894	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202019%2020:56:08%20GMT	http://rexbd.net/html/renten/demo/assets/images/choose-us/1.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/choose-us/1.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:31	26961/26961	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202019%2020:56:48%20GMT	http://rexbd.net/html/renten/demo/assets/images/choose-us/2.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/choose-us/2.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:35	20628/20628	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202019%2020:57:28%20GMT	http://rexbd.net/html/renten/demo/assets/images/choose-us/3.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/choose-us/3.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:40	26434/26434	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20May%202019%2016:40:38%20GMT	http://rexbd.net/html/renten/demo/assets/images/team/4.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/team/4.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:41	469855/469855	---M--	200	added ('OK')	image/png	date:Thu,%2023%20May%202019%2020:52:30%20GMT	http://rexbd.net/html/renten/demo/assets/images/elements/circle-car.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/elements/circle-car.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:44	26875/26875	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20May%202019%2016:40:58%20GMT	http://rexbd.net/html/renten/demo/assets/images/team/5.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/team/5.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:46	28198/28198	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20May%202019%2016:41:32%20GMT	http://rexbd.net/html/renten/demo/assets/images/team/6.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/team/6.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:47	504160/504160	---M--	200	added ('OK')	image/png	date:Sat,%2025%20May%202019%2017:12:34%20GMT	http://rexbd.net/html/renten/demo/assets/images/elements/car2.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/elements/car2.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:47	3160/3160	---M--	200	added ('OK')	image/png	date:Sun,%2026%20May%202019%2017:33:26%20GMT	http://rexbd.net/html/renten/demo/assets/images/elements/google-btn.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/elements/google-btn.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:48	2994/2994	---M--	200	added ('OK')	image/png	date:Sun,%2026%20May%202019%2017:34:06%20GMT	http://rexbd.net/html/renten/demo/assets/images/elements/apple-btn.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/elements/apple-btn.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:48	26786/26786	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20May%202019%2016:41:58%20GMT	http://rexbd.net/html/renten/demo/assets/images/team/7.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/team/7.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:57	325238/325238	---M--	200	added ('OK')	image/jpeg	date:Sat,%2025%20May%202019%2019:56:42%20GMT	http://rexbd.net/html/renten/demo/assets/images/bg2.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/bg2.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:30:59	4332/4332	---M--	200	added ('OK')	image/png	date:Sun,%2026%20May%202019%2018:10:22%20GMT	http://rexbd.net/html/renten/demo/assets/images/brand-logo/5.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/brand-logo/5.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:00	6642/6642	---M--	200	added ('OK')	image/png	date:Sun,%2026%20May%202019%2018:10:52%20GMT	http://rexbd.net/html/renten/demo/assets/images/brand-logo/6.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/brand-logo/6.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:02	4778/4778	---M--	200	added ('OK')	image/png	date:Sun,%2026%20May%202019%2018:17:04%20GMT	http://rexbd.net/html/renten/demo/assets/images/brand-logo/7.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/brand-logo/7.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:03	6700/6700	---M--	200	added ('OK')	image/png	date:Thu,%2023%20May%202019%2017:50:00%20GMT	http://rexbd.net/html/renten/demo/assets/images/logo-footer.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/logo-footer.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:04	103560/103560	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20May%202019%2017:38:46%20GMT	http://rexbd.net/html/renten/demo/assets/images/blog/5.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/blog/5.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:04	4730/4730	---M--	200	added ('OK')	image/png	date:Thu,%2023%20May%202019%2019:28:28%20GMT	http://rexbd.net/html/renten/demo/assets/images/money-method/1.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/money-method/1.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:05	105711/105711	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20May%202019%2017:40:02%20GMT	http://rexbd.net/html/renten/demo/assets/images/blog/6.jpg	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/blog/6.jpg	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:05	4825/4825	---M--	200	added ('OK')	image/png	date:Thu,%2023%20May%202019%2019:29:42%20GMT	http://rexbd.net/html/renten/demo/assets/images/money-method/2.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/money-method/2.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:06	5619/5619	---M--	200	added ('OK')	image/png	date:Thu,%2023%20May%202019%2019:30:24%20GMT	http://rexbd.net/html/renten/demo/assets/images/money-method/3.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/money-method/3.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:08	52074/52074	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2011%20Mar%202018%2023:00:00%20GMT	http://rexbd.net/html/renten/demo/assets/js/lightcase.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/lightcase.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:08	55775/55775	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2022%20Dec%202018%2006:47:12%20GMT	http://rexbd.net/html/renten/demo/assets/js/bootstrap.min.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/bootstrap.min.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:09	8155/8155	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Oct%202016%2022:29:14%20GMT	http://rexbd.net/html/renten/demo/assets/js/wow.min.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/wow.min.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:09	2942/2942	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2009%20May%202016%2015:32:26%20GMT	http://rexbd.net/html/renten/demo/assets/js/jquery.nice-select.min.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/jquery.nice-select.min.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:10	86929/86929	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2019%20Jan%202019%2021:00:46%20GMT	http://rexbd.net/html/renten/demo/assets/js/jquery-3.3.1.min.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/jquery-3.3.1.min.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:11	633/633	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2026%20Sep%202016%2018:54:28%20GMT	http://rexbd.net/html/renten/demo/assets/js/datepicker.en.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/datepicker.en.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:11	35542/35542	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2026%20Sep%202016%2018:54:28%20GMT	http://rexbd.net/html/renten/demo/assets/js/datepicker.min.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/datepicker.min.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:11	192295/192295	---M--	200	added ('OK')	image/png	date:Sun,%2026%20May%202019%2017:20:26%20GMT	http://rexbd.net/html/renten/demo/assets/images/elements/apps-img.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/images/elements/apps-img.png	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:11	10210/10210	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Nov%202017%2004:48:58%20GMT	http://rexbd.net/html/renten/demo/assets/js/wickedpicker.min.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/wickedpicker.min.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:12	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2021%20Apr%202018%2000:22:10%20GMT	http://rexbd.net/html/renten/demo/assets/js/owl.carousel.min.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/owl.carousel.min.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:12	5669/5669	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2005%20Dec%202020%2008:53:54%20GMT	http://rexbd.net/html/renten/demo/assets/js/main.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/main.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:21	253668/253668	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20May%202019%2015:05:12%20GMT	http://rexbd.net/html/renten/demo/assets/js/jquery-ui.min.js	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/js/jquery-ui.min.js	(from http://rexbd.net/html/renten/demo/home-two.html)
12:31:26	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Jun%202018%2003:53:10%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://rexbd.net/html/renten/demo/assets/css/fontawesome.min.css)
12:31:28	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jun%202018%2003:53:10%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfont3e6e.eot	(from http://rexbd.net/html/renten/demo/assets/css/fontawesome.min.css)
12:31:28	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jun%202018%2003:53:10%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfont.eot?	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfontd41d.eot	(from http://rexbd.net/html/renten/demo/assets/css/fontawesome.min.css)
12:31:30	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Jun%202018%2003:53:10%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfont3e6e.svg	(from http://rexbd.net/html/renten/demo/assets/css/fontawesome.min.css)
12:31:32	5840/5840	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2011%20Mar%202018%2023:00:00%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/lightcase.eot?55356177	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/lightcaseeead.eot	(from http://rexbd.net/html/renten/demo/assets/css/lightcase.css)
12:31:32	3160/3160	---M--	200	added ('OK')	font/woff	date:Sun,%2011%20Mar%202018%2023:00:00%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/lightcase.woff?55356177	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/lightcaseeead.woff	(from http://rexbd.net/html/renten/demo/assets/css/lightcase.css)
12:31:33	5668/5668	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2011%20Mar%202018%2023:00:00%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/lightcase.ttf?55356177	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/lightcaseeead.ttf	(from http://rexbd.net/html/renten/demo/assets/css/lightcase.css)
12:31:33	2782/2782	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2011%20Mar%202018%2023:00:00%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/lightcase.svg?55356177	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/lightcaseeead.svg	(from http://rexbd.net/html/renten/demo/assets/css/lightcase.css)
12:31:33	5140/5140	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2002%20Nov%202017%2004:48:58%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/fontello.eot?52602240	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/fontelloba04.eot	(from http://rexbd.net/html/renten/demo/assets/css/wickedpicker.min.css)
12:31:34	2804/2804	---M--	200	added ('OK')	font/woff	date:Thu,%2002%20Nov%202017%2004:48:58%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/fontello.woff?52602240	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/fontelloba04.woff	(from http://rexbd.net/html/renten/demo/assets/css/wickedpicker.min.css)
12:31:34	4972/4972	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2002%20Nov%202017%2004:48:58%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/fontello.ttf?52602240	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/fontelloba04.ttf	(from http://rexbd.net/html/renten/demo/assets/css/wickedpicker.min.css)
12:31:34	1267/1267	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202017%2004:48:58%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/fontello.svg?52602240	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/fontelloba04.svg	(from http://rexbd.net/html/renten/demo/assets/css/wickedpicker.min.css)
12:31:35	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Dec%202021%2011:31:35%20GMT	http://rexbd.net/html/renten/demo/assets/css/images/ui-icons_444444_256x240.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/css/images/ui-icons_444444_256x240.png	(from http://rexbd.net/html/renten/demo/assets/css/jquery-ui.min.css)
12:31:35	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Dec%202021%2011:31:35%20GMT	http://rexbd.net/html/renten/demo/assets/css/images/ui-icons_555555_256x240.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/css/images/ui-icons_555555_256x240.png	(from http://rexbd.net/html/renten/demo/assets/css/jquery-ui.min.css)
12:31:35	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Dec%202021%2011:31:35%20GMT	http://rexbd.net/html/renten/demo/assets/css/images/ui-icons_ffffff_256x240.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/css/images/ui-icons_ffffff_256x240.png	(from http://rexbd.net/html/renten/demo/assets/css/jquery-ui.min.css)
12:31:36	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Dec%202021%2011:31:36%20GMT	http://rexbd.net/html/renten/demo/assets/css/images/ui-icons_777620_256x240.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/css/images/ui-icons_777620_256x240.png	(from http://rexbd.net/html/renten/demo/assets/css/jquery-ui.min.css)
12:31:36	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Dec%202021%2011:31:36%20GMT	http://rexbd.net/html/renten/demo/assets/css/images/ui-icons_cc0000_256x240.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/css/images/ui-icons_cc0000_256x240.png	(from http://rexbd.net/html/renten/demo/assets/css/jquery-ui.min.css)
12:31:36	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Dec%202021%2011:31:36%20GMT	http://rexbd.net/html/renten/demo/assets/css/images/ui-icons_777777_256x240.png	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/css/images/ui-icons_777777_256x240.png	(from http://rexbd.net/html/renten/demo/assets/css/jquery-ui.min.css)
12:31:37	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Jun%202018%2003:53:10%20GMT	http://rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/mon_voiture/voiture/rexbd.net/html/renten/demo/assets/fonts/fontawesome-webfont3e6e.woff	(from http://rexbd.net/html/renten/demo/assets/css/fontawesome.min.css)
